Unnamed: 0,text,rating,category,product_name,product_id,sold,shop_id,product_url
3157,"Barang sudah sampai dengan selamat karena packingnya rapih sekali. Semua berjaian baik. Tapi sayang, warna tidak sesuai dengan gambar.. :( Mungkin aku yang salah lihat.. Terimakasih..",5,elektronik,Alfalink EI 212 - Kamus Elektronik,20602038,383,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-212-kamus-elektronik
3210,"Bagus pelayanannya, barang ok.",5,elektronik,Alfalink EI 21SE - Kamus Elektronik Electronic Dictionary EI-21SE,24896850,148,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-21se-kamus-elektronik-electronic-dictionary-ei-21se
3061,sesuai deskripsi.....................,5,elektronik,Alfalink EI 212 - Kamus Elektronik,20602038,383,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-212-kamus-elektronik
3327,"Bagus, cepat sampai, sesuai",4,elektronik,Alfalink EI 16 S - Kamus Elektronik,20466956,183,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-16-s-kamus-elektronik
3144,Thanks...............................,5,elektronik,Alfalink EI 212 - Kamus Elektronik,20602038,383,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-212-kamus-elektronik
3623,Barang diterima sesuai deskripsi,5,elektronik,Texas Instruments BA II Plus - Standard,29946265,155,844505,https://www.tokopedia.com/datasempoa/texas-instruments-ba-ii-plus-standard
3652,Packaging sangat rapi walaupun pengiriman agak lama dengan perkiraan.,5,elektronik,TI-84 Plus CE,38187136,53,844505,https://www.tokopedia.com/datasempoa/ti-84-plus-ce
3401,Good.........................,4,elektronik,Alfalink EI 215 - Kamus Elektronik Alfalink EI-215,38011778,204,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-215-kamus-elektronik-alfalink-ei-215
3352,barang sudah saya terima makasih gan wkekekeke mantap,5,elektronik,Alfalink EI 16 S - Kamus Elektronik,20466956,183,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-16-s-kamus-elektronik
3553,"memuaskan dan tanggung jawab , ,senang belanja disini",5,elektronik,Alfalink EI 428 - Kamus Elektronik Electronic Dictionary ei-428,24896339,283,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-428-kamus-elektronik-electronic-dictionary-ei-428
3173,Warna y putih gk biru....tapi gk pa pa God  jop,5,elektronik,Alfalink EI 21SE - Kamus Elektronik Electronic Dictionary EI-21SE,24896850,148,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-21se-kamus-elektronik-electronic-dictionary-ei-21se
3561,Barang sudah sampai dengan selamat. Tq berat,5,elektronik,Alfalink EI 428 - Kamus Elektronik Electronic Dictionary ei-428,24896339,283,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-428-kamus-elektronik-electronic-dictionary-ei-428
3319,Trima kasih bosqu barang sudah sampai,5,elektronik,Fast Drying Contact Cleaner WD40 WD 40 200ml 200 ml elektronik Special,323937547,101,2720728,https://www.tokopedia.com/eagles/fast-drying-contact-cleaner-wd40-wd-40-200ml-200-ml-elektronik-special
3451,Fast delivery dgn grab..sampai dengan selamat kamusnya sesuai dan bagus..,4,elektronik,Alfalink EI 428 - Kamus Elektronik Electronic Dictionary ei-428,24896339,283,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-428-kamus-elektronik-electronic-dictionary-ei-428
3557,"Barang sesuai Deskripsi
Terimakasih

Sukses selalu Omega Electronic",5,elektronik,Alfalink EI 428 - Kamus Elektronik Electronic Dictionary ei-428,24896339,283,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-428-kamus-elektronik-electronic-dictionary-ei-428
3101,barang nya sesuai gambar. dikirim nya juga cepet cuma 1jam udh sampai,5,elektronik,Alfalink EI 212 - Kamus Elektronik,20602038,383,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-212-kamus-elektronik
3237,mantap..............................,5,elektronik,Alfalink EI 312 - Kamus Elektronik Electronic Dictionary ei-312,24895938,83,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-312-kamus-elektronik-electronic-dictionary-ei-312
3335,baguss... sesuai pesanan... makasih yaaa,5,elektronik,Alfalink EI 16 S - Kamus Elektronik,20466956,183,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-16-s-kamus-elektronik
3656,terima kasih paket sudah saya terima. respon bagus dan cepat.,4,elektronik,TI-84 Plus CE,38187136,53,844505,https://www.tokopedia.com/datasempoa/ti-84-plus-ce
3035,"barang diterima dgn aman, penjual juga ramah",5,elektronik,Alfalink EI 212 - Kamus Elektronik,20602038,383,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-212-kamus-elektronik
3396,Produk berfungsi dan kemasan aman,4,elektronik,Alfalink EI 215 - Kamus Elektronik Alfalink EI-215,38011778,204,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-215-kamus-elektronik-alfalink-ei-215
3373,"Unit sudah sampai dan bekerja dengan baik! Seller Fast Response, dan kebetulan kurirnya lagi cepat. Recommended Seller and recommended calculator for your engineering studies!",5,elektronik,Texas Instruments TI-Nspire CX CAS,38188368,34,844505,https://www.tokopedia.com/datasempoa/texas-instruments-ti-nspire-cx-cas
3375,"The product matches the one advertised. Great seller, quick response and really polite. The calculator arrived 1 day after I ordered it.",5,elektronik,Texas Instruments TI-Nspire CX CAS,38188368,34,844505,https://www.tokopedia.com/datasempoa/texas-instruments-ti-nspire-cx-cas
3317,"barang diterima dlm keadaan baik, packing rapih, sesuai sama foto. makasih gan!",5,elektronik,Fast Drying Contact Cleaner WD40 WD 40 200ml 200 ml elektronik Special,323937547,101,2720728,https://www.tokopedia.com/eagles/fast-drying-contact-cleaner-wd40-wd-40-200ml-200-ml-elektronik-special
3043,"Seller fast response, produk asli berkualitas.. terima kasih",5,elektronik,Alfalink EI 212 - Kamus Elektronik,20602038,383,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-212-kamus-elektronik
3341,Pengiriman cepat respon juga cepat,5,elektronik,Alfalink EI 16 S - Kamus Elektronik,20466956,183,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-16-s-kamus-elektronik
3336,"Awalnya ragu beli disini tapi pas barangnya sampe memang bagus, kemasan rapih, harga murah banget, barangnya sama aja kalo beli di Gram**** ternyata. Gak nyesel.",5,elektronik,Alfalink EI 16 S - Kamus Elektronik,20466956,183,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-16-s-kamus-elektronik
3534,"barang sesuai deskripsi, barang bagus. thanks ya gan",5,elektronik,Alfalink EI 428 - Kamus Elektronik Electronic Dictionary ei-428,24896339,283,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-428-kamus-elektronik-electronic-dictionary-ei-428
3232,Sory bru bisa konfir hp saya baru hilang,5,elektronik,Alfalink EI 312 - Kamus Elektronik Electronic Dictionary ei-312,24895938,83,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-312-kamus-elektronik-electronic-dictionary-ei-312
3339,sangat puas. recomended pokoknya,5,elektronik,Alfalink EI 16 S - Kamus Elektronik,20466956,183,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-16-s-kamus-elektronik
3536,Sudah sampaiiii... barang bagus banget... respon juga cepat. Terimakasiiihhhh,5,elektronik,Alfalink EI 428 - Kamus Elektronik Electronic Dictionary ei-428,24896339,283,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-428-kamus-elektronik-electronic-dictionary-ei-428
3501,"Pengiriman super cepat
Barang ok sejauh ini",5,elektronik,Alfalink EI 428 - Kamus Elektronik Electronic Dictionary ei-428,24896339,283,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-428-kamus-elektronik-electronic-dictionary-ei-428
3517,"ok terimakasih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",4,elektronik,Alfalink EI 428 - Kamus Elektronik Electronic Dictionary ei-428,24896339,283,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-428-kamus-elektronik-electronic-dictionary-ei-428
3569,Maaaanntaaaabbb gan. Good dah,5,elektronik,Co Contact Cleaner / Pembersih Komponen Elektronik 2016M 520 ML - CRC,100761432,28,155590,https://www.tokopedia.com/proquillid/co-contact-cleaner-pembersih-komponen-elektronik-2016m-520-ml-crc
3241,Joz Joz Joz Joz Joz Joz Joz Joz Joz Joz Joz Joz Joz Joz Joz Joz,5,elektronik,Alfalink EI 312 - Kamus Elektronik Electronic Dictionary ei-312,24895938,83,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-312-kamus-elektronik-electronic-dictionary-ei-312
3622,Recommended seller. Respon cepat dan sangat bertanggung jawab. Thx gan.,5,elektronik,Texas Instruments BA II Plus - Standard,29946265,155,844505,https://www.tokopedia.com/datasempoa/texas-instruments-ba-ii-plus-standard
3614,Barang yang dikirimkan sesuai ekspetasi,5,elektronik,Texas Instruments BA II Plus - Standard,29946265,155,844505,https://www.tokopedia.com/datasempoa/texas-instruments-ba-ii-plus-standard
3618,"barang sudah diterima, terima kasih.................",5,elektronik,Texas Instruments BA II Plus - Standard,29946265,155,844505,https://www.tokopedia.com/datasempoa/texas-instruments-ba-ii-plus-standard
3081,barang ok.. respon ok.. cuman terjadi keterlambatan pengiriman..diluar expectasi.. padahal via gojeg sameday.. barang dibutuhkan cito tp sampainya 3 hr,3,elektronik,Alfalink EI 212 - Kamus Elektronik,20602038,383,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-212-kamus-elektronik
3426,"bintang yang berbicara, rekomendasi",5,elektronik,Alfalink EI 215 - Kamus Elektronik Alfalink EI-215,38011778,204,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-215-kamus-elektronik-alfalink-ei-215
3449,"Produk berfungsi dg baik, respon cepat pengiriman cepat.. sukses buat seller",5,elektronik,Alfalink EI 428 - Kamus Elektronik Electronic Dictionary ei-428,24896339,283,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-428-kamus-elektronik-electronic-dictionary-ei-428
3311,Cairannya dapat dipakai utk bersihkan sirkuit agau alat listrik karena dalam beberapa saat menguap dan kering.,5,elektronik,Fast Drying Contact Cleaner WD40 WD 40 200ml 200 ml elektronik Special,323937547,101,2720728,https://www.tokopedia.com/eagles/fast-drying-contact-cleaner-wd40-wd-40-200ml-200-ml-elektronik-special
3574,"Packaging rapi, sangat memperhatikan konten. Respon cepat, barang sesuai dengan informasi. Thanks!",5,elektronik,Co Contact Cleaner / Pembersih Komponen Elektronik 2016M 520 ML - CRC,100761432,28,155590,https://www.tokopedia.com/proquillid/co-contact-cleaner-pembersih-komponen-elektronik-2016m-520-ml-crc
3329,Mantap betullllllllll,5,elektronik,Alfalink EI 16 S - Kamus Elektronik,20466956,183,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-16-s-kamus-elektronik
3518,Paket sudah ane terima dengan selamat. Makasie.,5,elektronik,Alfalink EI 428 - Kamus Elektronik Electronic Dictionary ei-428,24896339,283,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-428-kamus-elektronik-electronic-dictionary-ei-428
3244,"Barang bagus, kiriman cepat",5,elektronik,Rexco 18 Contact Cleaner / Pembersih Komponen elektronik 500ml,184464874,29,2100844,https://www.tokopedia.com/miniperkakas/rexco-18-contact-cleaner-pembersih-komponen-elektronik-500ml
3256,"sesuai deskripsi, packing aman",4,elektronik,Obeng set HP multi 31 in 1 Screwdriver handphone elektronik Laptop PC,448627491,159,4714314,https://www.tokopedia.com/yayanacc/obeng-set-hp-multi-31-in-1-screwdriver-handphone-elektronik-laptop-pc
3435,"fast respon, good packing, recommended seller...",5,elektronik,Alfalink EI 215 - Kamus Elektronik Alfalink EI-215,38011778,204,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-215-kamus-elektronik-alfalink-ei-215
3399,Mantab recomended shop,5,elektronik,Alfalink EI 215 - Kamus Elektronik Alfalink EI-215,38011778,204,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-215-kamus-elektronik-alfalink-ei-215
3251,"respon super bagus, barang sudah diterima gan, terima kasih banyak..... sukses selalu",5,elektronik,Rexco 18 Contact Cleaner / Pembersih Komponen elektronik 500ml,184464874,29,2100844,https://www.tokopedia.com/miniperkakas/rexco-18-contact-cleaner-pembersih-komponen-elektronik-500ml
3057,"barang sesuai pesanan, trims",5,elektronik,Alfalink EI 212 - Kamus Elektronik,20602038,383,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-212-kamus-elektronik
3235,barang sesuai pesanan . thx gan .....,5,elektronik,Alfalink EI 312 - Kamus Elektronik Electronic Dictionary ei-312,24895938,83,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-312-kamus-elektronik-electronic-dictionary-ei-312
3105,barang sudah sampai...bagus...imut2,4,elektronik,Alfalink EI 212 - Kamus Elektronik,20602038,383,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-212-kamus-elektronik
3162,"kiriman cepat, cuma nunggu 1 hari",4,elektronik,QD Electronic Cleaner / Pembersih Elektronik 05101 4.5 OZ / 133 ML CRC,87088678,16,155590,https://www.tokopedia.com/proquillid/qd-electronic-cleaner-pembersih-elektronik-05101-45-oz-133-ml-crc
3152,sesuai gambar.........................,4,elektronik,Alfalink EI 212 - Kamus Elektronik,20602038,383,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-212-kamus-elektronik
3531,"Respon cepat dan barang diterima sesuai dengan pesanan, tks",5,elektronik,Alfalink EI 428 - Kamus Elektronik Electronic Dictionary ei-428,24896339,283,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-428-kamus-elektronik-electronic-dictionary-ei-428
3385,Barang sesuai deskripsi,5,elektronik,Alfalink EI 215 - Kamus Elektronik Alfalink EI-215,38011778,204,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-215-kamus-elektronik-alfalink-ei-215
3463,barang sudah diterima utuh..mohon untuk lbh baik lgi pemaketannya,5,elektronik,Alfalink EI 428 - Kamus Elektronik Electronic Dictionary ei-428,24896339,283,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-428-kamus-elektronik-electronic-dictionary-ei-428
3209,"Pelayanan cepet, sellernya ramah bgt nanggepin cust. Overall good, semua berfungsi, aman jg packingnya dpt kwitansi pula. Thank u yaa gan.. Sukses selaluuuuu!",5,elektronik,Alfalink EI 21SE - Kamus Elektronik Electronic Dictionary EI-21SE,24896850,148,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-21se-kamus-elektronik-electronic-dictionary-ei-21se
3140,"cepet banget kmrn baru transfer, sampe tadi pagi.",5,elektronik,Alfalink EI 212 - Kamus Elektronik,20602038,383,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-212-kamus-elektronik
3234,biar bintang yang berbicara,5,elektronik,Alfalink EI 312 - Kamus Elektronik Electronic Dictionary ei-312,24895938,83,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-312-kamus-elektronik-electronic-dictionary-ei-312
3414,Belum dicoba tapi pengiriman mantap cepat,5,elektronik,Alfalink EI 215 - Kamus Elektronik Alfalink EI-215,38011778,204,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-215-kamus-elektronik-alfalink-ei-215
3438,terimakasih pesanan udah smp sesuai warna......,4,elektronik,Alfalink EI 215 - Kamus Elektronik Alfalink EI-215,38011778,204,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-215-kamus-elektronik-alfalink-ei-215
3242,"sudah diterima paketnya, terimakasih.",5,elektronik,Alfalink EI 312 - Kamus Elektronik Electronic Dictionary ei-312,24895938,83,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-312-kamus-elektronik-electronic-dictionary-ei-312
3395,Sangat bai pelayanannya barang sesuai best seller..,5,elektronik,Alfalink EI 215 - Kamus Elektronik Alfalink EI-215,38011778,204,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-215-kamus-elektronik-alfalink-ei-215
3195,"fast respon, barang bagus, maaf ya gan telat konfirmasinya,",5,elektronik,Alfalink EI 21SE - Kamus Elektronik Electronic Dictionary EI-21SE,24896850,148,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-21se-kamus-elektronik-electronic-dictionary-ei-21se
3261,Barang sudah di terima sesuai pesanan,4,elektronik,Obeng set HP multi 31 in 1 Screwdriver handphone elektronik Laptop PC,448627491,159,4714314,https://www.tokopedia.com/yayanacc/obeng-set-hp-multi-31-in-1-screwdriver-handphone-elektronik-laptop-pc
3514,sdh diterima barangnya. terima kasih.,5,elektronik,Alfalink EI 428 - Kamus Elektronik Electronic Dictionary ei-428,24896339,283,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-428-kamus-elektronik-electronic-dictionary-ei-428
3314,Mantap barang tiba dengan packing rapi... Good joob,5,elektronik,Fast Drying Contact Cleaner WD40 WD 40 200ml 200 ml elektronik Special,323937547,101,2720728,https://www.tokopedia.com/eagles/fast-drying-contact-cleaner-wd40-wd-40-200ml-200-ml-elektronik-special
3036,"sesuai gambar, respon cepat",5,elektronik,Alfalink EI 212 - Kamus Elektronik,20602038,383,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-212-kamus-elektronik
3354,"barang sudah diterima belum dicoba, makasih",5,elektronik,Alfalink EI 16 S - Kamus Elektronik,20466956,183,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-16-s-kamus-elektronik
3604,Terima kasih barangnya sudah sampai,5,elektronik,Texas Instruments BA II Plus - Standard,29946265,155,844505,https://www.tokopedia.com/datasempoa/texas-instruments-ba-ii-plus-standard
3488,"Barang sesuai, packing rapi",5,elektronik,Alfalink EI 428 - Kamus Elektronik Electronic Dictionary ei-428,24896339,283,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-428-kamus-elektronik-electronic-dictionary-ei-428
3135,"barang dah sampai ya..................
.........................",5,elektronik,Alfalink EI 212 - Kamus Elektronik,20602038,383,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-212-kamus-elektronik
3462,top markotop jos gandhos,5,elektronik,Alfalink EI 428 - Kamus Elektronik Electronic Dictionary ei-428,24896339,283,588756,https://www.tokopedia.com/omegaelectronic/alfalink-ei-428-kamus-elektronik-electronic-dictionary-ei-428
